Estado,Año,Clasificación,Data,Fuente,Observaciones
Sonora,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tabasco,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tamaulipas,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tlaxcala,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Veracruz,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Yucatán,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Zacatecas,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Aguascalientes,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California Sur,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Campeche,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chiapas,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chihuahua,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Ciudad de México,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Coahuila ,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Colima,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Durango,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Estado de México,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guanajuato,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guerrero,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Hidalgo,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Jalisco,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Michoacán,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Morelos,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nayarit,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nuevo León,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Oaxaca,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Puebla,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Querétaro,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Quintana Roo,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
San Luis Potosí,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sinaloa,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sonora,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tabasco,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tamaulipas,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tlaxcala,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Veracruz,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Yucatán,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Zacatecas,2024,COG,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Aguascalientes,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California Sur,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Campeche,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chiapas,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chihuahua,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Ciudad de México,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Coahuila ,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Colima,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Durango,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Estado de México,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guanajuato,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guerrero,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Hidalgo,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Jalisco,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Michoacán,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Morelos,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nayarit,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nuevo León,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Oaxaca,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Puebla,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Querétaro,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Quintana Roo,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
San Luis Potosí,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sinaloa,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sonora,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tabasco,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tamaulipas,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tlaxcala,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Veracruz,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Yucatán,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Zacatecas,2024,EA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Aguascalientes,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California Sur,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Campeche,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chiapas,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chihuahua,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Ciudad de México,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Coahuila ,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Colima,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Durango,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Estado de México,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guanajuato,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guerrero,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Hidalgo,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Jalisco,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Michoacán,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Morelos,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nayarit,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nuevo León,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Oaxaca,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Puebla,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Querétaro,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Quintana Roo,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
San Luis Potosí,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sinaloa,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sonora,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tabasco,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tamaulipas,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tlaxcala,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Veracruz,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Yucatán,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Zacatecas,2024,CF,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Aguascalientes,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California Sur,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Campeche,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chiapas,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chihuahua,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Ciudad de México,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Coahuila ,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Colima,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Durango,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Estado de México,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guanajuato,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guerrero,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Hidalgo,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Jalisco,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Michoacán,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Morelos,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nayarit,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nuevo León,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Oaxaca,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Puebla,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Querétaro,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Quintana Roo,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
San Luis Potosí,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sinaloa,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sonora,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tabasco,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tamaulipas,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tlaxcala,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Veracruz,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Yucatán,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Zacatecas,2024,CA,4T2024,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Aguascalientes,2025,COG,4T2025,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California,2025,COG,4T2025,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California Sur,2025,COG,1T2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Campeche,2025,COG,2T2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chiapas,2025,COG,3T2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chihuahua,2025,COG,4T2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Ciudad de México,2025,COG,1T2027,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Coahuila ,2025,COG,2T2027,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Colima,2025,COG,3T2027,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Durango,2025,COG,4T2027,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Estado de México,2025,COG,1T2028,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guanajuato,2025,COG,2T2028,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guerrero,2025,COG,3T2028,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Hidalgo,2025,COG,4T2028,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Jalisco,2025,COG,1T2029,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Michoacán,2025,COG,2T2029,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Morelos,2025,COG,3T2029,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nayarit,2025,COG,4T2029,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nuevo León,2025,COG,1T2030,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Oaxaca,2025,COG,2T2030,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Puebla,2025,COG,3T2030,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Querétaro,2025,COG,4T2030,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Quintana Roo,2025,COG,1T2031,"Cuenta Pública Estatal, procesados por Política Colectiva",-
San Luis Potosí,2025,COG,2T2031,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sinaloa,2025,COG,3T2031,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sonora,2025,COG,4T2031,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tabasco,2025,COG,1T2032,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tamaulipas,2025,COG,2T2032,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tlaxcala,2025,COG,3T2032,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Veracruz,2025,COG,4T2032,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Yucatán,2025,COG,1T2033,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Zacatecas,2025,COG,2T2033,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Aguascalientes,2025,EA,3T2033,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California,2025,EA,4T2033,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California Sur,2025,EA,1T2034,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Campeche,2025,EA,2T2034,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chiapas,2025,EA,3T2034,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chihuahua,2025,EA,4T2034,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Ciudad de México,2025,EA,1T2035,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Coahuila ,2025,EA,2T2035,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Colima,2025,EA,3T2035,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Durango,2025,EA,4T2035,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Estado de México,2025,EA,1T2036,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guanajuato,2025,EA,2T2036,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guerrero,2025,EA,3T2036,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Hidalgo,2025,EA,4T2036,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Jalisco,2025,EA,1T2037,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Michoacán,2025,EA,2T2037,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Morelos,2025,EA,3T2037,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nayarit,2025,EA,4T2037,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nuevo León,2025,EA,1T2038,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Oaxaca,2025,EA,2T2038,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Puebla,2025,EA,3T2038,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Querétaro,2025,EA,4T2038,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Quintana Roo,2025,EA,1T2039,"Cuenta Pública Estatal, procesados por Política Colectiva",-
San Luis Potosí,2025,EA,2T2039,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sinaloa,2025,EA,3T2039,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sonora,2025,EA,4T2039,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tabasco,2025,EA,1T2040,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tamaulipas,2025,EA,2T2040,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tlaxcala,2025,EA,3T2040,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Veracruz,2025,EA,4T2040,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Yucatán,2025,EA,1T2041,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Zacatecas,2025,EA,2T2041,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Aguascalientes,2025,CF,3T2041,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California,2025,CF,4T2041,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California Sur,2025,CF,1T2042,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Campeche,2025,CF,2T2042,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chiapas,2025,CF,3T2042,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chihuahua,2025,CF,4T2042,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Ciudad de México,2025,CF,1T2043,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Coahuila ,2025,CF,2T2043,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Colima,2025,CF,3T2043,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Durango,2025,CF,4T2043,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Estado de México,2025,CF,1T2044,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guanajuato,2025,CF,2T2044,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guerrero,2025,CF,3T2044,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Hidalgo,2025,CF,4T2044,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Jalisco,2025,CF,1T2045,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Michoacán,2025,CF,2T2045,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Morelos,2025,CF,3T2045,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nayarit,2025,CF,4T2045,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nuevo León,2025,CF,1T2046,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Oaxaca,2025,CF,2T2046,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Puebla,2025,CF,3T2046,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Querétaro,2025,CF,4T2046,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Quintana Roo,2025,CF,1T2047,"Cuenta Pública Estatal, procesados por Política Colectiva",-
San Luis Potosí,2025,CF,2T2047,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sinaloa,2025,CF,3T2047,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sonora,2025,CF,4T2047,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tabasco,2025,CF,1T2048,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tamaulipas,2025,CF,2T2048,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tlaxcala,2025,CF,3T2048,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Veracruz,2025,CF,4T2048,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Yucatán,2025,CF,1T2049,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Zacatecas,2025,CF,2T2049,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Aguascalientes,2025,CA,3T2049,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California,2025,CA,4T2049,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California Sur,2025,CA,1T2050,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Campeche,2025,CA,2T2050,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chiapas,2025,CA,3T2050,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chihuahua,2025,CA,4T2050,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Ciudad de México,2025,CA,1T2051,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Coahuila ,2025,CA,2T2051,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Colima,2025,CA,3T2051,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Durango,2025,CA,4T2051,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Estado de México,2025,CA,1T2052,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guanajuato,2025,CA,2T2052,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guerrero,2025,CA,3T2052,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Hidalgo,2025,CA,4T2052,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Jalisco,2025,CA,1T2053,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Michoacán,2025,CA,2T2053,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Morelos,2025,CA,3T2053,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nayarit,2025,CA,4T2053,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nuevo León,2025,CA,1T2054,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Oaxaca,2025,CA,2T2054,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Puebla,2025,CA,3T2054,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Querétaro,2025,CA,4T2054,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Quintana Roo,2025,CA,1T2055,"Cuenta Pública Estatal, procesados por Política Colectiva",-
San Luis Potosí,2025,CA,2T2055,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sinaloa,2025,CA,3T2055,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sonora,2025,CA,4T2055,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tabasco,2025,CA,1T2056,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tamaulipas,2025,CA,2T2056,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tlaxcala,2025,CA,3T2056,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Veracruz,2025,CA,4T2056,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Yucatán,2025,CA,1T2057,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Zacatecas,2025,CA,2T2057,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Aguascalientes,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California Sur,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Campeche,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chiapas,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chihuahua,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Ciudad de México,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Coahuila ,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Colima,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Durango,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Estado de México,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guanajuato,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guerrero,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Hidalgo,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Jalisco,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Michoacán,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Morelos,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nayarit,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nuevo León,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Oaxaca,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Puebla,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Querétaro,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Quintana Roo,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
San Luis Potosí,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sinaloa,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sonora,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tabasco,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tamaulipas,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tlaxcala,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Veracruz,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Yucatán,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Zacatecas,2026,COG,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Aguascalientes,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California Sur,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Campeche,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chiapas,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chihuahua,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Ciudad de México,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Coahuila ,2026,EA,Aprobado-2026,"Cuenta Pública Estatal, procesados por Política Colectiva",-
