Municipio,Año,Código,Concepto,Aprobado,Devengado,Observaciones
San Pedro Garza Garcia,2025,COG47,Transferencias a la Seguridad Social,0.00,0.00,x
San Pedro Garza Garcia,2025,COG48,Donativos,0.00,0.00,x
San Pedro Garza Garcia,2025,COG49,Transferencias al Exterior,0.00,0.00,x
San Pedro Garza Garcia,2025,COG05,"Bienes Muebles, Inmuebles e Intangibles",1728433803.00,1350023314.00,x
San Pedro Garza Garcia,2025,COG51,Mobiliario y Equipo de Administración,61566620.00,19408321.00,x
San Pedro Garza Garcia,2025,COG52,Mobiliario y Equipo Educacional y Recreativo,15165401.00,15894181.00,x
San Pedro Garza Garcia,2025,COG53,Equipo e Instrumental Médico y de Laboratorio,1205381.00,800301.00,x
San Pedro Garza Garcia,2025,COG54,Vehículos y Equipo de Transporte,62289262.00,67694168.00,x
San Pedro Garza Garcia,2025,COG55,Equipo de Defensa y Seguridad,25692800.00,39554944.00,x
San Pedro Garza Garcia,2025,COG56,"Maquinaria, Otros Equipos y Herramientas",48299913.00,34827856.00,x
San Pedro Garza Garcia,2025,COG57,Activos Biológicos,0.00,0.00,x
San Pedro Garza Garcia,2025,COG58,Bienes Inmuebles,1483550000.00,1156032000.00,x
San Pedro Garza Garcia,2025,COG59,Activos Intangibles,30664426.00,15811543.00,x
San Pedro Garza Garcia,2025,COG06,Inversión Pública,700000000.00,657303765.00,x
San Pedro Garza Garcia,2025,COG61,Obra Pública en Bienes de Dominio Público,530274904.00,586220912.00,x
San Pedro Garza Garcia,2025,COG62,Obra Pública en Bienes Propios,169725096.00,71082853.00,x
San Pedro Garza Garcia,2025,COG63,Proyectos Productivos y Acciones de Fomento,0.00,0.00,x
San Pedro Garza Garcia,2025,COG07,Inversiones Financieras y Otras Provisiones,0.00,0.00,x
San Pedro Garza Garcia,2025,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,x
San Pedro Garza Garcia,2025,COG72,Acciones y Participaciones de Capital,0.00,0.00,x
San Pedro Garza Garcia,2025,COG73,Compra de Títulos y Valores,0.00,0.00,x
San Pedro Garza Garcia,2025,COG74,Concesión de Préstamos,0.00,0.00,x
San Pedro Garza Garcia,2025,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
San Pedro Garza Garcia,2025,COG76,Otras Inversiones Financieras,0.00,0.00,x
San Pedro Garza Garcia,2025,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,0.00,0.00,x
San Pedro Garza Garcia,2025,COG08,Participaciones y Aportaciones,0.00,0.00,x
San Pedro Garza Garcia,2025,COG81,Participaciones,0.00,0.00,x
San Pedro Garza Garcia,2025,COG82,Aportaciones,0.00,0.00,x
San Pedro Garza Garcia,2025,COG83,Convenios,0.00,0.00,x
San Pedro Garza Garcia,2025,COG09,Deuda Pública,9552852.00,9552852.00,x
San Pedro Garza Garcia,2025,COG91,Amortización de la Deuda Pública,8021799.00,8593146.00,x
San Pedro Garza Garcia,2025,COG92,Intereses de la Deuda Pública,1531053.00,959706.00,x
San Pedro Garza Garcia,2025,COG93,Comisiones de la Deuda Pública,0.00,0.00,x
San Pedro Garza Garcia,2025,COG94,Gastos de la Deuda Pública,0.00,0.00,x
San Pedro Garza Garcia,2025,COG95,Costo por Coberturas,0.00,0.00,x
San Pedro Garza Garcia,2025,COG96,Apoyos Financieros,0.00,0.00,x
San Pedro Garza Garcia,2025,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,0.00,0.00,x
San Pedro Garza Garcia,2025,COGTOT,Total del Gasto,6885284133.00,6147596917.00,x
San Pedro Tlaquepaque,2025,COG01,Servicios Personales,1277346515.00,1277346515.00,x
San Pedro Tlaquepaque,2025,COG11,Remuneraciones al Personal  de Carácter Permanente,659512350.40,659512350.40,x
San Pedro Tlaquepaque,2025,COG12,Remuneraciones al Personal  de Carácter Transitorio,78451847.00,78451847.00,x
San Pedro Tlaquepaque,2025,COG13,Remuneraciones Adicionales y Especiales,183952371.10,183952371.10,x
San Pedro Tlaquepaque,2025,COG14,Seguridad Social,183134443.50,183134443.50,x
San Pedro Tlaquepaque,2025,COG15,Otras Prestaciones Sociales y Económicas,172295503.80,172295503.80,x
San Pedro Tlaquepaque,2025,COG16,Previsiones,0.00,0.00,x
San Pedro Tlaquepaque,2025,COG17,Pago de Estímulos a Servidores Públicos,0.00,0.00,x
San Pedro Tlaquepaque,2025,COG02,Materiales y Suministros,206504620.40,206504620.40,x
San Pedro Tlaquepaque,2025,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",18832055.04,18832055.04,x
San Pedro Tlaquepaque,2025,COG22,Alimentos y Utensilios,2380234.48,2380234.48,x
San Pedro Tlaquepaque,2025,COG23,Materias Primas y Materiales de Producción y Comercialización,0.00,0.00,x
San Pedro Tlaquepaque,2025,COG24,Materiales y Artículos de Construcción y Reparación,48771361.61,48771361.61,x
San Pedro Tlaquepaque,2025,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",15926052.48,15926052.48,x
San Pedro Tlaquepaque,2025,COG26,"Combustibles, Lubricantes y Aditivos",95490739.46,95490739.46,x
San Pedro Tlaquepaque,2025,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",5600267.92,5600267.92,x
San Pedro Tlaquepaque,2025,COG28,Materiales y Suministros para Seguridad,1596801.44,1596801.44,x
San Pedro Tlaquepaque,2025,COG29,"Herramientas, Refacciones y Accesorios Menores",17907107.92,17907107.92,x
San Pedro Tlaquepaque,2025,COG03,Servicios Generales,325701599.70,325701599.70,x
San Pedro Tlaquepaque,2025,COG31,Servicios Básicos,100664257.20,100664257.20,x
San Pedro Tlaquepaque,2025,COG32,Servicios de Arrendamiento,9935474.80,9935474.80,x
San Pedro Tlaquepaque,2025,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",17834182.86,17834182.86,x
San Pedro Tlaquepaque,2025,COG34,"Servicios Financieros, Bancarios y Comerciales",11897806.95,11897806.95,x
San Pedro Tlaquepaque,2025,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",170302216.00,170302216.00,x
San Pedro Tlaquepaque,2025,COG36,Servicios de Comunicación Social y Publicidad,5407274.08,5407274.08,x
San Pedro Tlaquepaque,2025,COG37,Servicios de Traslados y Viáticos,210180.88,210180.88,x
San Pedro Tlaquepaque,2025,COG38,Servicios Oficiales,1263108.08,1263108.08,x
San Pedro Tlaquepaque,2025,COG39,Otros Servicios Generales,8187098.80,8187098.80,x
San Pedro Tlaquepaque,2025,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",256155985.90,256155985.90,x
San Pedro Tlaquepaque,2025,COG41,Transferencias Internas y Asignaciones del Sector Público,0.00,0.00,x
San Pedro Tlaquepaque,2025,COG42,Transferencias al Resto del Sector Público,77496494.00,77496494.00,x
San Pedro Tlaquepaque,2025,COG43,Subsidios y Subvenciones,2116510.00,2116510.00,x
San Pedro Tlaquepaque,2025,COG44,Ayudas Sociales,165306487.50,165306487.50,x
San Pedro Tlaquepaque,2025,COG45,Pensiones y Jubilaciones,11236494.00,11236494.00,x
San Pedro Tlaquepaque,2025,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
San Pedro Tlaquepaque,2025,COG47,Transferencias a la Seguridad Social,0.00,0.00,x
San Pedro Tlaquepaque,2025,COG48,Donativos,0.00,0.00,x
San Pedro Tlaquepaque,2025,COG49,Transferencias al Exterior,0.00,0.00,x
San Pedro Tlaquepaque,2025,COG05,"Bienes Muebles, Inmuebles e Intangibles",29661628.09,29661628.09,x
San Pedro Tlaquepaque,2025,COG51,Mobiliario y Equipo de Administración,4715967.36,4715967.36,x
San Pedro Tlaquepaque,2025,COG52,Mobiliario y Equipo Educacional y Recreativo,520230.00,520230.00,x
San Pedro Tlaquepaque,2025,COG53,Equipo e Instrumental Médico y de Laboratorio,1961785.28,1961785.28,x
San Pedro Tlaquepaque,2025,COG54,Vehículos y Equipo de Transporte,16910956.00,16910956.00,x
San Pedro Tlaquepaque,2025,COG55,Equipo de Defensa y Seguridad,2593562.00,2593562.00,x
San Pedro Tlaquepaque,2025,COG56,"Maquinaria, Otros Equipos y Herramientas",2222372.23,2222372.23,x
San Pedro Tlaquepaque,2025,COG57,Activos Biológicos,0.00,0.00,x
San Pedro Tlaquepaque,2025,COG58,Bienes Inmuebles,0.00,0.00,x
San Pedro Tlaquepaque,2025,COG59,Activos Intangibles,736754.83,736754.83,x
San Pedro Tlaquepaque,2025,COG06,Inversión Pública,447241931.80,447241931.80,x
San Pedro Tlaquepaque,2025,COG61,Obra Pública en Bienes de Dominio Público,447241931.80,447241931.80,x
San Pedro Tlaquepaque,2025,COG62,Obra Pública en Bienes Propios,0.00,0.00,x
San Pedro Tlaquepaque,2025,COG63,Proyectos Productivos y Acciones de Fomento,0.00,0.00,x
San Pedro Tlaquepaque,2025,COG07,Inversiones Financieras y Otras Provisiones,0.00,0.00,x
San Pedro Tlaquepaque,2025,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,x
San Pedro Tlaquepaque,2025,COG72,Acciones y Participaciones de Capital,0.00,0.00,x
San Pedro Tlaquepaque,2025,COG73,Compra de Títulos y Valores,0.00,0.00,x
San Pedro Tlaquepaque,2025,COG74,Concesión de Préstamos,0.00,0.00,x
San Pedro Tlaquepaque,2025,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
San Pedro Tlaquepaque,2025,COG76,Otras Inversiones Financieras,0.00,0.00,x
San Pedro Tlaquepaque,2025,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,0.00,0.00,x
San Pedro Tlaquepaque,2025,COG08,Participaciones y Aportaciones,0.00,0.00,x
San Pedro Tlaquepaque,2025,COG81,Participaciones,0.00,0.00,x
San Pedro Tlaquepaque,2025,COG82,Aportaciones,0.00,0.00,x
San Pedro Tlaquepaque,2025,COG83,Convenios,0.00,0.00,x
San Pedro Tlaquepaque,2025,COG09,Deuda Pública,81898833.80,81898833.80,x
San Pedro Tlaquepaque,2025,COG91,Amortización de la Deuda Pública,26950363.00,26950363.00,x
San Pedro Tlaquepaque,2025,COG92,Intereses de la Deuda Pública,54948470.00,54948470.00,x
San Pedro Tlaquepaque,2025,COG93,Comisiones de la Deuda Pública,0.00,0.00,x
San Pedro Tlaquepaque,2025,COG94,Gastos de la Deuda Pública,0.00,0.00,x
San Pedro Tlaquepaque,2025,COG95,Costo por Coberturas,0.00,0.00,x
San Pedro Tlaquepaque,2025,COG96,Apoyos Financieros,0.00,0.00,x
San Pedro Tlaquepaque,2025,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,0.00,0.00,x
San Pedro Tlaquepaque,2025,COGTOT,Total del Gasto,2624511115.00,2624511115.00,x
Santa Catarina,2025,COG01,Servicios Personales,772084602.96,795713739.13,x
Santa Catarina,2025,COG11,Remuneraciones al Personal  de Carácter Permanente,511987312.56,622871188.78,x
Santa Catarina,2025,COG12,Remuneraciones al Personal  de Carácter Transitorio,1108800.00,2245800.67,x
Santa Catarina,2025,COG13,Remuneraciones Adicionales y Especiales,89569774.46,78885258.61,x
Santa Catarina,2025,COG14,Seguridad Social,0.00,0.00,x
Santa Catarina,2025,COG15,Otras Prestaciones Sociales y Económicas,169060755.94,90251311.07,x
Santa Catarina,2025,COG16,Previsiones,0.00,0.00,x
Santa Catarina,2025,COG17,Pago de Estímulos a Servidores Públicos,357960.00,1460180.00,x
Santa Catarina,2025,COG02,Materiales y Suministros,198446740.92,315234031.91,x
Santa Catarina,2025,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",24932449.65,20878885.85,x
Santa Catarina,2025,COG22,Alimentos y Utensilios,2255440.63,3378740.75,x
Santa Catarina,2025,COG23,Materias Primas y Materiales de Producción y Comercialización,0.00,0.00,x
Santa Catarina,2025,COG24,Materiales y Artículos de Construcción y Reparación,26310543.89,57963432.51,x
Santa Catarina,2025,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",4254753.12,4212451.32,x
Santa Catarina,2025,COG26,"Combustibles, Lubricantes y Aditivos",49094326.43,43390121.66,x
Santa Catarina,2025,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",24476867.45,27212994.99,x
Santa Catarina,2025,COG28,Materiales y Suministros para Seguridad,8110881.14,290058.00,x
Santa Catarina,2025,COG29,"Herramientas, Refacciones y Accesorios Menores",59011478.61,157907346.83,x
Santa Catarina,2025,COG03,Servicios Generales,738514626.50,752485893.98,x
Santa Catarina,2025,COG31,Servicios Básicos,70433030.91,75561264.89,x
Santa Catarina,2025,COG32,Servicios de Arrendamiento,89690700.04,159973574.12,x
Santa Catarina,2025,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",134722445.91,129824816.38,x
Santa Catarina,2025,COG34,"Servicios Financieros, Bancarios y Comerciales",3879420.24,7723893.60,x
Santa Catarina,2025,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",290549848.82,233474760.78,x
Santa Catarina,2025,COG36,Servicios de Comunicación Social y Publicidad,91109657.91,90295198.75,x
Santa Catarina,2025,COG37,Servicios de Traslados y Viáticos,367407.57,1028648.46,x
Santa Catarina,2025,COG38,Servicios Oficiales,31534681.59,22540607.06,x
Santa Catarina,2025,COG39,Otros Servicios Generales,26227433.51,32063129.94,x
Santa Catarina,2025,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",105173904.58,74713746.19,x
Santa Catarina,2025,COG41,Transferencias Internas y Asignaciones del Sector Público,0.00,0.00,x
Santa Catarina,2025,COG42,Transferencias al Resto del Sector Público,0.00,0.00,x
Santa Catarina,2025,COG43,Subsidios y Subvenciones,0.00,0.00,x
Santa Catarina,2025,COG44,Ayudas Sociales,94630704.58,67343746.19,x
Santa Catarina,2025,COG45,Pensiones y Jubilaciones,0.00,0.00,x
Santa Catarina,2025,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
Santa Catarina,2025,COG47,Transferencias a la Seguridad Social,0.00,0.00,x
Santa Catarina,2025,COG48,Donativos,10543200.00,7370000.00,x
Santa Catarina,2025,COG49,Transferencias al Exterior,0.00,0.00,x
Santa Catarina,2025,COG05,"Bienes Muebles, Inmuebles e Intangibles",0.00,23717788.69,x
Santa Catarina,2025,COG51,Mobiliario y Equipo de Administración,0.00,3709305.55,x
Santa Catarina,2025,COG52,Mobiliario y Equipo Educacional y Recreativo,0.00,14906.00,x
Santa Catarina,2025,COG53,Equipo e Instrumental Médico y de Laboratorio,0.00,332143.33,x
Santa Catarina,2025,COG54,Vehículos y Equipo de Transporte,0.00,8788174.90,x
Santa Catarina,2025,COG55,Equipo de Defensa y Seguridad,0.00,1875904.44,x
Santa Catarina,2025,COG56,"Maquinaria, Otros Equipos y Herramientas",0.00,1549876.81,x
Santa Catarina,2025,COG57,Activos Biológicos,0.00,0.00,x
Santa Catarina,2025,COG58,Bienes Inmuebles,0.00,0.00,x
Santa Catarina,2025,COG59,Activos Intangibles,0.00,7447477.66,x
Santa Catarina,2025,COG06,Inversión Pública,97303717.90,177273852.93,x
Santa Catarina,2025,COG61,Obra Pública en Bienes de Dominio Público,97303717.90,151923699.24,x
Santa Catarina,2025,COG62,Obra Pública en Bienes Propios,0.00,25350153.69,x
Santa Catarina,2025,COG63,Proyectos Productivos y Acciones de Fomento,0.00,0.00,x
Santa Catarina,2025,COG07,Inversiones Financieras y Otras Provisiones,13368704.75,0.00,x
Santa Catarina,2025,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,x
Santa Catarina,2025,COG72,Acciones y Participaciones de Capital,0.00,0.00,x
Santa Catarina,2025,COG73,Compra de Títulos y Valores,0.00,0.00,x
Santa Catarina,2025,COG74,Concesión de Préstamos,0.00,0.00,x
Santa Catarina,2025,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
Santa Catarina,2025,COG76,Otras Inversiones Financieras,0.00,0.00,x
Santa Catarina,2025,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,13368704.75,0.00,x
Santa Catarina,2025,COG08,Participaciones y Aportaciones,0.00,0.00,x
Santa Catarina,2025,COG81,Participaciones,0.00,0.00,x
Santa Catarina,2025,COG82,Aportaciones,0.00,0.00,x
Santa Catarina,2025,COG83,Convenios,0.00,0.00,x
Santa Catarina,2025,COG09,Deuda Pública,136484627.04,24913166.36,x
Santa Catarina,2025,COG91,Amortización de la Deuda Pública,111345252.52,11345252.52,x
Santa Catarina,2025,COG92,Intereses de la Deuda Pública,15139374.52,13567913.84,x
Santa Catarina,2025,COG93,Comisiones de la Deuda Pública,0.00,0.00,x
Santa Catarina,2025,COG94,Gastos de la Deuda Pública,0.00,0.00,x
Santa Catarina,2025,COG95,Costo por Coberturas,0.00,0.00,x
Santa Catarina,2025,COG96,Apoyos Financieros,0.00,0.00,x
Santa Catarina,2025,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,10000000.00,0.00,x
Santa Catarina,2025,COGTOT,Total del Gasto,2061376924.65,2164052219.19,x
Tecamac,2025,COG01,Servicios Personales,669680991.00,726768508.30,x
Tecamac,2025,COG11,Remuneraciones al Personal  de Carácter Permanente,368038126.41,357246217.38,x
Tecamac,2025,COG12,Remuneraciones al Personal  de Carácter Transitorio,7938359.62,6135286.56,x
Tecamac,2025,COG13,Remuneraciones Adicionales y Especiales,165213383.97,230799923.39,x
Tecamac,2025,COG14,Seguridad Social,112840770.00,122591757.10,x
Tecamac,2025,COG15,Otras Prestaciones Sociales y Económicas,15650351.00,9995323.89,x
Tecamac,2025,COG16,Previsiones,0.00,0.00,x
Tecamac,2025,COG17,Pago de Estímulos a Servidores Públicos,0.00,0.00,x
Tecamac,2025,COG02,Materiales y Suministros,117406000.00,110603541.30,x
Tecamac,2025,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",10167000.00,9747589.68,x
Tecamac,2025,COG22,Alimentos y Utensilios,4350000.00,7575933.54,x
Tecamac,2025,COG23,Materias Primas y Materiales de Producción y Comercialización,20000.00,50692.00,x
Tecamac,2025,COG24,Materiales y Artículos de Construcción y Reparación,12805000.00,15553366.45,x
Tecamac,2025,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",5315000.00,6454218.69,x
Tecamac,2025,COG26,"Combustibles, Lubricantes y Aditivos",49566000.00,48608133.72,x
Tecamac,2025,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",29975000.00,18727001.45,x
Tecamac,2025,COG28,Materiales y Suministros para Seguridad,250000.00,0.00,x
Tecamac,2025,COG29,"Herramientas, Refacciones y Accesorios Menores",4958000.00,3886605.73,x
Tecamac,2025,COG03,Servicios Generales,342649897.00,339514008.70,x
Tecamac,2025,COG31,Servicios Básicos,55295000.00,58450839.44,x
Tecamac,2025,COG32,Servicios de Arrendamiento,32030000.00,29054923.31,x
Tecamac,2025,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",43756000.00,40585704.97,x
Tecamac,2025,COG34,"Servicios Financieros, Bancarios y Comerciales",13450000.00,16827029.84,x
Tecamac,2025,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",96034000.00,74193967.13,x
Tecamac,2025,COG36,Servicios de Comunicación Social y Publicidad,6900000.00,7396607.21,x
Tecamac,2025,COG37,Servicios de Traslados y Viáticos,1350000.00,1146330.57,x
Tecamac,2025,COG38,Servicios Oficiales,75086897.00,91217236.95,x
Tecamac,2025,COG39,Otros Servicios Generales,18748000.00,20641369.28,x
Tecamac,2025,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",631815000.00,626127768.00,x
Tecamac,2025,COG41,Transferencias Internas y Asignaciones del Sector Público,0.00,0.00,x
Tecamac,2025,COG42,Transferencias al Resto del Sector Público,0.00,0.00,x
Tecamac,2025,COG43,Subsidios y Subvenciones,546715000.00,614006071.08,x
Tecamac,2025,COG44,Ayudas Sociales,84700000.00,11671696.93,x
Tecamac,2025,COG45,Pensiones y Jubilaciones,0.00,0.00,x
Tecamac,2025,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
Tecamac,2025,COG47,Transferencias a la Seguridad Social,0.00,0.00,x
Tecamac,2025,COG48,Donativos,400000.00,450000.00,x
Tecamac,2025,COG49,Transferencias al Exterior,0.00,0.00,x
Tecamac,2025,COG05,"Bienes Muebles, Inmuebles e Intangibles",153650000.00,133672556.60,x
Tecamac,2025,COG51,Mobiliario y Equipo de Administración,14070000.00,9466243.78,x
Tecamac,2025,COG52,Mobiliario y Equipo Educacional y Recreativo,350000.00,1751945.78,x
Tecamac,2025,COG53,Equipo e Instrumental Médico y de Laboratorio,200000.00,48865.00,x
Tecamac,2025,COG54,Vehículos y Equipo de Transporte,68500000.00,105348501.45,x
Tecamac,2025,COG55,Equipo de Defensa y Seguridad,7000000.00,5603728.00,x
Tecamac,2025,COG56,"Maquinaria, Otros Equipos y Herramientas",44530000.00,11453272.57,x
Tecamac,2025,COG57,Activos Biológicos,0.00,0.00,x
Tecamac,2025,COG58,Bienes Inmuebles,19000000.00,0.00,x
Tecamac,2025,COG59,Activos Intangibles,0.00,0.00,x
Tecamac,2025,COG06,Inversión Pública,500000000.00,508928525.60,x
Tecamac,2025,COG61,Obra Pública en Bienes de Dominio Público,445610747.70,482469036.41,x
Tecamac,2025,COG62,Obra Pública en Bienes Propios,54389252.30,26459489.18,x
Tecamac,2025,COG63,Proyectos Productivos y Acciones de Fomento,0.00,0.00,x
Tecamac,2025,COG07,Inversiones Financieras y Otras Provisiones,0.00,0.00,x
Tecamac,2025,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,x
Tecamac,2025,COG72,Acciones y Participaciones de Capital,0.00,0.00,x
Tecamac,2025,COG73,Compra de Títulos y Valores,0.00,0.00,x
Tecamac,2025,COG74,Concesión de Préstamos,0.00,0.00,x
Tecamac,2025,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
Tecamac,2025,COG76,Otras Inversiones Financieras,0.00,0.00,x
Tecamac,2025,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,0.00,0.00,x
Tecamac,2025,COG08,Participaciones y Aportaciones,0.00,0.00,x
Tecamac,2025,COG81,Participaciones,0.00,0.00,x
Tecamac,2025,COG82,Aportaciones,0.00,0.00,x
Tecamac,2025,COG83,Convenios,0.00,0.00,x
Tecamac,2025,COG09,Deuda Pública,36000000.00,40791711.60,x
Tecamac,2025,COG91,Amortización de la Deuda Pública,11000000.00,8938550.00,x
Tecamac,2025,COG92,Intereses de la Deuda Pública,3000000.00,1335505.41,x
Tecamac,2025,COG93,Comisiones de la Deuda Pública,0.00,0.00,x
Tecamac,2025,COG94,Gastos de la Deuda Pública,0.00,0.00,x
Tecamac,2025,COG95,Costo por Coberturas,0.00,0.00,x
Tecamac,2025,COG96,Apoyos Financieros,0.00,0.00,x
Tecamac,2025,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,22000000.00,30517656.19,x
Tecamac,2025,COGTOT,Total del Gasto,2451201888.00,2486406620.00,x
Tepic,2025,COG01,Servicios Personales,875276163.30,891048353.67,x
Tepic,2025,COG11,Remuneraciones al Personal  de Carácter Permanente,465002490.75,396039207.12,x
Tepic,2025,COG12,Remuneraciones al Personal  de Carácter Transitorio,39333333.34,60652377.88,x
Tepic,2025,COG13,Remuneraciones Adicionales y Especiales,91258131.79,166479948.95,x
Tepic,2025,COG14,Seguridad Social,68608638.23,62598664.11,x
Tepic,2025,COG15,Otras Prestaciones Sociales y Económicas,185699820.02,202318487.54,x
Tepic,2025,COG16,Previsiones,17385991.91,0.00,x
Tepic,2025,COG17,Pago de Estímulos a Servidores Públicos,7987757.26,2959668.07,x
Tepic,2025,COG02,Materiales y Suministros,125227160.24,148339770.36,x
Tepic,2025,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",9524907.26,7558273.77,x
Tepic,2025,COG22,Alimentos y Utensilios,699648.59,1178258.21,x
Tepic,2025,COG23,Materias Primas y Materiales de Producción y Comercialización,285505.99,1569311.37,x
Tepic,2025,COG24,Materiales y Artículos de Construcción y Reparación,13676523.21,27625010.80,x
Tepic,2025,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",2260973.47,2334240.82,x
Tepic,2025,COG26,"Combustibles, Lubricantes y Aditivos",78910596.91,78405780.96,x
Tepic,2025,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",7220755.01,14850009.48,x
Tepic,2025,COG28,Materiales y Suministros para Seguridad,59805.00,131474.42,x
Tepic,2025,COG29,"Herramientas, Refacciones y Accesorios Menores",12588444.80,14687410.53,x
Tepic,2025,COG03,Servicios Generales,181889631.51,207998764.97,x
Tepic,2025,COG31,Servicios Básicos,50352500.00,44126779.17,x
Tepic,2025,COG32,Servicios de Arrendamiento,47429764.46,49126563.38,x
Tepic,2025,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",25469241.50,37169972.20,x
Tepic,2025,COG34,"Servicios Financieros, Bancarios y Comerciales",4541908.00,7088984.03,x
Tepic,2025,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",2498619.06,4978664.76,x
Tepic,2025,COG36,Servicios de Comunicación Social y Publicidad,6646063.35,10922621.80,x
Tepic,2025,COG37,Servicios de Traslados y Viáticos,2626193.18,2323384.76,x
Tepic,2025,COG38,Servicios Oficiales,20802704.82,29649130.43,x
Tepic,2025,COG39,Otros Servicios Generales,21522637.14,22612664.44,x
Tepic,2025,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",362193005.97,359232948.02,x
Tepic,2025,COG41,Transferencias Internas y Asignaciones del Sector Público,0.00,0.00,x
Tepic,2025,COG42,Transferencias al Resto del Sector Público,0.00,0.00,x
Tepic,2025,COG43,Subsidios y Subvenciones,55838354.00,61590521.37,x
Tepic,2025,COG44,Ayudas Sociales,8700001.00,5371900.87,x
Tepic,2025,COG45,Pensiones y Jubilaciones,297654650.97,292270525.78,x
Tepic,2025,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
Tepic,2025,COG47,Transferencias a la Seguridad Social,0.00,0.00,x
Tepic,2025,COG48,Donativos,0.00,0.00,x
Tepic,2025,COG49,Transferencias al Exterior,0.00,0.00,x
Tepic,2025,COG05,"Bienes Muebles, Inmuebles e Intangibles",48345410.00,27985488.19,x
Tepic,2025,COG51,Mobiliario y Equipo de Administración,3927371.49,6662162.34,x
Tepic,2025,COG52,Mobiliario y Equipo Educacional y Recreativo,551658.01,2128964.99,x
Tepic,2025,COG53,Equipo e Instrumental Médico y de Laboratorio,14000.00,0.00,x
Tepic,2025,COG54,Vehículos y Equipo de Transporte,27549442.91,12120292.99,x
Tepic,2025,COG55,Equipo de Defensa y Seguridad,6000500.00,2501810.45,x
Tepic,2025,COG56,"Maquinaria, Otros Equipos y Herramientas",7265716.59,4572257.42,x
Tepic,2025,COG57,Activos Biológicos,0.00,0.00,x
Tepic,2025,COG58,Bienes Inmuebles,0.00,0.00,x
Tepic,2025,COG59,Activos Intangibles,3036721.00,0.00,x
Tepic,2025,COG06,Inversión Pública,100567208.57,101802109.01,x
Tepic,2025,COG61,Obra Pública en Bienes de Dominio Público,90747998.53,91833564.01,x
Tepic,2025,COG62,Obra Pública en Bienes Propios,9819210.04,9968545.00,x
Tepic,2025,COG63,Proyectos Productivos y Acciones de Fomento,0.00,0.00,x
Tepic,2025,COG07,Inversiones Financieras y Otras Provisiones,0.00,0.00,x
Tepic,2025,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,x
Tepic,2025,COG72,Acciones y Participaciones de Capital,0.00,0.00,x
